user_id_new	wm_poi_id_new	order_price_interval
75	464	[49,65)
75	827	>=65
76	73	[36,49)
76	73	[49,65)
76	32	[36,49)
76	238	[36,49)
77	74	<29
77	494	[36,49)
77	1793	[36,49)
77	494	[29,36)
77	1751	>=65
77	1414	<29
77	74	<29
77	494	>=65
78	75	>=65
78	75	>=65
78	9	>=65
78	164	>=65
78	1731	[36,49)
78	144	>=65
79	76	<29
79	302	[36,49)
80	77	<29
80	1742	>=65
81	61	<29
81	170	[36,49)
81	781	[29,36)
81	134	<29
81	2287	[29,36)
81	415	<29
81	2287	[36,49)
81	2297	[29,36)
82	78	[29,36)
82	78	<29
82	183	<29
82	833	<29
82	183	<29
82	183	<29
82	183	<29
83	79	<29
84	80	<29
84	98	<29
84	7	<29
84	80	<29
84	686	[29,36)
84	321	[36,49)
85	81	<29
85	284	<29
85	682	[49,65)
85	284	<29
86	82	<29
86	175	[29,36)
86	128	>=65
86	128	>=65
86	82	[29,36)
86	926	[29,36)
87	83	<29
87	687	<29
87	840	<29
87	413	<29
87	921	<29
87	763	<29
88	84	<29
88	84	[29,36)
88	287	<29
88	999	<29
88	2287	<29
89	85	<29
89	634	<29
89	269	[36,49)
89	634	<29
89	261	<29
91	87	<29
91	599	<29
91	459	<29
92	88	[36,49)
92	354	[36,49)
93	89	[36,49)
93	251	>=65
94	90	<29
95	92	[49,65)
95	657	[36,49)
95	238	[49,65)
96	93	[49,65)
96	244	[49,65)
97	94	<29
97	408	<29
97	268	<29
97	564	<29
97	268	<29
98	58	[36,49)
98	758	>=65
98	1081	>=65
99	95	<29
99	257	<29
99	257	<29
99	58	<29
100	96	[36,49)
101	97	>=65
101	397	[29,36)
101	530	>=65
103	99	[29,36)
103	174	[49,65)
104	100	[29,36)
104	457	>=65
104	1697	[29,36)
104	374	[49,65)
105	101	>=65
105	287	[49,65)
105	355	>=65
105	425	[29,36)
105	355	>=65
105	593	>=65
105	712	>=65
105	712	>=65
106	102	[29,36)
107	103	[49,65)
107	1391	>=65
107	1149	<29
107	270	>=65
108	104	[29,36)
108	325	[49,65)
108	342	[36,49)
108	823	[36,49)
109	105	<29
109	7	[29,36)
109	67	[36,49)
110	106	<29
110	456	[29,36)
111	59	>=65
112	107	<29
112	31	<29
112	31	<29
112	763	[29,36)
113	108	<29
113	803	<29
113	803	<29
114	109	>=65
114	344	[29,36)
115	110	<29
115	459	[29,36)
115	926	<29
115	987	<29
115	2321	<29
116	111	[36,49)
117	112	<29
117	713	[29,36)
118	113	<29
118	635	[36,49)
118	113	<29
119	36	<29
119	508	[29,36)
119	508	<29
120	114	>=65
121	115	[29,36)
121	474	[29,36)
121	575	<29
122	34	[49,65)
122	900	<29
122	405	>=65
122	734	>=65
123	116	<29
123	117	<29
123	665	<29
123	2350	<29
124	117	[29,36)
124	174	[29,36)
124	471	[49,65)
124	1420	[36,49)
124	489	<29
124	471	[49,65)
124	534	[29,36)
125	118	[49,65)
125	1470	>=65
125	118	[29,36)
125	1707	>=65
125	1707	>=65
126	119	>=65
126	176	[36,49)
126	772	[36,49)
126	1602	>=65
126	1330	>=65
126	346	[49,65)
127	120	<29
127	154	<29
127	154	<29
127	112	[29,36)
128	18	>=65
128	124	>=65
128	521	[36,49)
128	305	>=65
128	1667	>=65
129	121	[29,36)
129	1846	<29
129	141	<29
130	122	[29,36)
130	1521	<29
130	823	[36,49)
130	803	<29
130	442	[49,65)
130	839	[49,65)
131	123	<29
131	152	[36,49)
131	221	[49,65)
132	124	[49,65)
132	355	>=65
133	125	[36,49)
134	126	[29,36)
134	355	[36,49)
134	180	[36,49)
135	125	<29
135	231	<29
135	352	<29
135	2339	<29
135	738	<29
135	2171	<29
136	115	[29,36)
136	35	<29
136	484	[29,36)
137	115	[29,36)
137	115	[29,36)
137	273	[29,36)
137	146	[36,49)
138	127	[49,65)
138	283	[36,49)
138	355	[36,49)
138	153	[29,36)
139	1163	>=65
139	1181	[36,49)
139	1181	[36,49)
139	1028	[36,49)
139	391	>=65
139	1163	>=65
140	129	<29
140	4	[36,49)
140	1410	[36,49)
140	1410	[36,49)
140	325	[36,49)
141	321	[29,36)
142	131	>=65
142	1287	>=65
142	354	>=65
142	653	[36,49)
143	132	[36,49)
143	132	[36,49)
143	1091	[29,36)
143	287	[49,65)
143	1976	[36,49)
143	220	[36,49)
143	220	[29,36)
143	1411	[29,36)
143	287	[29,36)
143	159	<29
143	1091	<29
143	1976	<29
143	1047	>=65
143	1783	>=65
143	159	[49,65)
143	132	<29
144	104	<29
144	611	[36,49)
144	1125	<29
144	81	[29,36)
144	1662	[36,49)
144	611	[49,65)
144	768	[49,65)
144	1127	<29
144	11	[29,36)
145	133	<29
145	184	<29
145	356	<29
145	409	<29
145	133	<29
145	409	<29
146	134	<29
146	29	[29,36)
146	342	<29
146	29	[49,65)
146	342	<29
147	135	>=65
147	135	>=65
147	1749	>=65
147	135	>=65
147	135	>=65
147	135	>=65
148	136	>=65
149	137	>=65
149	183	<29
150	138	<29
150	138	<29
150	1077	<29
151	139	>=65
152	110	<29
152	590	<29
152	575	<29
152	337	<29
152	1470	<29
152	434	<29
153	140	>=65
153	1747	>=65
153	319	>=65
154	141	[29,36)
154	132	<29
154	235	<29
154	910	<29
155	142	<29
155	1138	>=65
155	1644	>=65
155	789	[49,65)
155	1714	>=65
155	685	>=65
155	1073	>=65
156	143	<29
157	144	[49,65)
157	1097	[49,65)
157	189	[49,65)
157	11	<29
158	145	[29,36)
158	578	[29,36)
159	146	>=65
160	147	<29
161	673	<29
161	2334	<29
162	148	<29
163	149	>=65
163	949	[29,36)
163	152	>=65
163	1129	[49,65)
165	151	[49,65)
165	601	[49,65)
166	7	[36,49)
166	164	[49,65)
166	384	>=65
166	136	[29,36)
166	371	>=65
166	926	[49,65)
166	862	>=65
167	153	[29,36)
167	469	>=65
167	510	[49,65)
167	511	[36,49)
167	152	<29
167	285	[36,49)
167	152	[29,36)
168	155	[36,49)
168	1717	[29,36)
168	155	<29
168	241	<29
168	133	[29,36)
169	136	[36,49)
169	23	<29
169	57	<29
169	183	<29
169	48	<29
170	158	[36,49)
170	803	[36,49)
170	471	[49,65)
170	132	<29
170	319	>=65
170	596	[29,36)
170	346	>=65
171	287	>=65
172	108	<29
172	231	[29,36)
172	58	<29
172	219	<29
172	219	<29
172	521	[49,65)
172	315	[36,49)
172	315	[36,49)
173	4	[36,49)
173	17	<29
173	47	>=65
173	158	<29
173	111	[36,49)
174	160	[29,36)
174	120	>=65
174	190	<29
174	147	<29
174	147	<29
174	160	[49,65)
174	1283	[36,49)
175	161	[29,36)
175	1522	>=65
175	1930	>=65
176	162	>=65
176	1391	>=65
177	163	>=65
178	164	[36,49)
178	238	>=65
178	930	[29,36)
178	64	[36,49)
178	1210	>=65
178	279	>=65
178	1307	>=65
179	165	[29,36)
179	47	>=65
179	39	[49,65)
179	2005	[36,49)
179	734	<29
179	381	>=65
179	1370	>=65
180	134	[36,49)
180	134	<29
181	1122	[29,36)
182	167	[49,65)
182	147	[36,49)
182	147	[49,65)
182	39	>=65
182	1668	>=65
183	138	<29
184	168	<29
185	169	<29
186	170	[49,65)
186	905	<29
186	2170	[36,49)
186	910	<29
187	171	>=65
187	9	>=65
187	18	[36,49)
187	305	>=65
187	2	>=65
187	55	[36,49)
188	172	>=65
188	1343	>=65
188	1742	>=65
188	795	>=65
188	985	>=65
188	932	<29
188	922	[49,65)
189	174	<29
190	177	[49,65)
190	287	[29,36)
191	178	<29
191	250	<29
192	179	>=65
193	180	[49,65)
193	156	>=65
193	334	[29,36)
193	355	>=65
193	192	>=65
193	136	>=65
193	29	[36,49)
193	513	>=65
193	772	>=65
193	2504	>=65
194	181	<29
195	21	<29
195	478	<29
195	1523	<29
195	459	<29
195	466	>=65
196	182	[49,65)
196	270	[49,65)
196	1093	[29,36)
196	2001	<29
196	1802	[49,65)
196	40	<29
196	309	>=65
196	2503	>=65
196	40	<29
196	1163	>=65
196	146	[29,36)
197	167	>=65
197	359	>=65
197	338	[29,36)
197	199	[49,65)
197	689	[49,65)
197	1804	>=65
198	183	[36,49)
199	186	[36,49)
199	186	[36,49)
199	0	[49,65)
199	411	[29,36)
199	735	>=65
201	188	[29,36)
202	172	[29,36)
202	172	[29,36)
202	392	<29
202	172	<29
203	189	>=65
203	135	<29
203	189	[36,49)
204	189	[29,36)
204	285	<29
205	190	[36,49)
205	511	>=65
205	50	[49,65)
206	195	[29,36)
206	397	<29
207	934	[36,49)
207	1225	[36,49)
207	1325	>=65
207	934	[36,49)
207	305	>=65
207	1482	>=65
207	1794	>=65
208	141	[49,65)
208	265	[49,65)
208	123	[36,49)
208	2500	[49,65)
208	123	[36,49)
208	57	[49,65)
208	57	[49,65)
208	21	[29,36)
209	191	>=65
209	1347	>=65
210	192	>=65
210	269	>=65
210	1036	>=65
210	335	>=65
210	1036	>=65
210	1667	>=65
211	193	[29,36)
211	159	<29
211	639	<29
211	469	>=65
212	194	<29
212	1056	<29
213	195	>=65
213	426	[36,49)
213	457	>=65
213	251	>=65
213	426	[36,49)
213	772	<29
213	322	<29
213	1056	[29,36)
213	426	[36,49)
214	196	>=65
214	322	>=65
214	21	<29
214	322	>=65
214	397	[49,65)
215	196	<29
216	198	[36,49)
216	198	[29,36)
216	198	<29
217	199	<29
217	10	[36,49)
218	112	<29
218	51	<29
218	219	<29
219	200	<29
219	1777	>=65
220	201	>=65
221	75	>=65
222	202	>=65
222	168	[49,65)
222	697	<29
222	23	<29
222	426	>=65
222	23	<29
222	426	>=65
223	111	>=65
223	310	[49,65)
223	449	[36,49)
223	904	[29,36)
224	204	<29
224	168	<29
225	205	<29
225	207	<29
226	206	[29,36)
226	728	[29,36)
227	207	[29,36)
227	1436	<29
227	207	<29
227	521	[29,36)
227	285	<29
227	1032	[49,65)
227	1436	<29
228	208	>=65
228	144	>=65
229	209	[36,49)
229	117	[29,36)
229	132	<29
229	1047	<29
229	224	[36,49)
229	95	<29
230	133	<29
230	265	<29
230	133	<29
230	928	<29
230	133	<29
230	224	[49,65)
230	2631	<29
230	2619	<29
230	185	<29
231	789	[49,65)
232	211	<29
232	155	[29,36)
232	639	<29
233	212	<29
234	213	>=65
235	214	[49,65)
235	214	[49,65)
235	214	[49,65)
235	667	[49,65)
235	481	<29
235	481	<29
236	215	[36,49)
236	1325	[36,49)
236	245	[36,49)
236	87	<29
236	955	[36,49)
237	238	[29,36)
238	4	[36,49)
238	459	[36,49)
238	441	<29
239	217	<29
239	317	>=65
239	1087	>=65
239	219	[36,49)
239	45	[29,36)
239	433	<29
239	401	[36,49)
239	35	[36,49)
239	158	[49,65)
239	269	[36,49)
239	89	>=65
239	18	[29,36)
239	26	[29,36)
240	218	<29
240	137	[29,36)
241	219	<29
241	1173	<29
241	763	<29
241	763	<29
241	98	<29
242	220	[36,49)
243	221	[36,49)
243	355	<29
243	57	>=65
243	99	[36,49)
243	697	<29
244	222	<29
244	927	<29
244	222	<29
244	222	<29
245	155	[36,49)
246	223	<29
246	945	<29
246	115	>=65
246	1534	<29
246	946	<29
246	396	<29
247	224	[49,65)
247	370	>=65
248	23	<29
249	225	[36,49)
249	1276	>=65
249	167	>=65
249	839	>=65
250	7	<29
251	226	[29,36)
251	240	<29
252	227	>=65
252	436	<29
252	346	[29,36)
252	1009	<29
252	383	[49,65)
253	228	>=65
253	39	[36,49)
253	327	[49,65)
253	327	>=65
253	57	<29
254	229	[36,49)
255	338	[29,36)
255	183	[36,49)
256	230	<29
256	36	[29,36)
256	93	[36,49)
256	206	<29
256	511	[29,36)
256	742	<29
257	231	>=65
257	449	<29
258	232	[29,36)
258	333	<29
258	272	[29,36)
259	233	<29
259	142	<29
259	142	<29
259	1662	[29,36)
260	961	[36,49)
260	968	[36,49)
260	136	[29,36)
260	120	[49,65)
260	961	>=65
261	235	[29,36)
261	66	[29,36)
261	136	[29,36)
262	236	>=65
262	167	[49,65)
262	734	[49,65)
262	1678	[49,65)
263	454	[29,36)
264	237	[49,65)
264	439	[36,49)
264	439	[29,36)
265	238	>=65
265	238	>=65
265	238	>=65
265	1093	[36,49)
266	239	<29
266	415	<29
266	255	<29
266	194	<29
267	240	[29,36)
267	547	>=65
267	2301	>=65
267	565	[36,49)
268	91	>=65
269	241	<29
269	241	[36,49)
270	95	<29
270	219	<29
271	242	>=65
271	269	>=65
271	269	>=65
271	39	>=65
272	243	[36,49)
272	528	<29
272	226	<29
272	2297	[29,36)
273	18	[29,36)
273	1678	[49,65)
273	104	[36,49)
274	174	[29,36)
274	235	<29
274	330	[36,49)
274	397	[29,36)
274	35	[36,49)
274	235	<29
275	244	[36,49)
275	721	>=65
276	231	<29
276	1646	[36,49)
276	72	<29
277	245	<29
277	260	<29
277	146	[36,49)
278	246	[29,36)
278	1438	[36,49)
278	155	[36,49)
279	247	[36,49)
279	152	[29,36)
280	355	>=65
281	249	[49,65)
282	126	>=65
282	103	[36,49)
282	715	[36,49)
283	4	>=65
283	127	>=65
283	4	>=65
283	127	>=65
283	713	[49,65)
283	140	[49,65)
283	713	[49,65)
284	251	>=65
284	1390	[49,65)
284	1327	>=65
285	252	<29
286	253	<29
287	2158	[29,36)
287	368	[36,49)
288	255	<29
288	1077	>=65
288	969	<29
289	256	<29
289	1181	[36,49)
289	189	[29,36)
289	721	>=65
289	1163	>=65
289	1149	<29
290	123	<29
290	174	[29,36)
291	257	<29
291	271	[29,36)
293	292	<29
293	67	<29
294	154	<29
294	19	<29
294	154	<29
295	51	<29
295	51	<29
295	51	<29
295	330	<29
295	67	<29
295	262	<29
295	28	<29
296	105	<29
296	137	[29,36)
296	201	[29,36)
297	258	<29
297	298	<29
297	1291	[29,36)
297	976	<29
297	1396	<29
297	2215	[29,36)
297	1291	[29,36)
297	106	<29
298	259	>=65
298	633	>=65
299	260	<29
299	633	[29,36)
299	349	<29
300	261	<29
300	208	[49,65)
300	811	[29,36)
300	435	[36,49)
300	208	<29
300	261	<29
300	435	[29,36)
300	391	[29,36)
300	572	<29
300	261	<29
301	2226	<29
301	304	<29
301	304	<29
302	263	<29
302	271	<29
302	408	<29
303	264	>=65
303	1250	<29
303	1723	[36,49)
303	4	[49,65)
303	4	[49,65)
303	155	[29,36)
303	1726	[49,65)
303	264	[49,65)
303	157	[29,36)
303	1093	>=65
304	265	[29,36)
304	1254	[36,49)
304	1254	[36,49)
305	460	[49,65)
305	460	[49,65)
306	263	<29
306	442	<29
307	267	>=65
307	182	>=65
307	145	[36,49)
307	1211	<29
307	250	[36,49)
307	31	[36,49)
307	1206	>=65
307	1211	[49,65)
307	267	>=65
308	268	[49,65)
308	60	<29
309	159	<29
309	104	<29
309	1447	[49,65)
309	104	<29
309	104	<29
309	552	[49,65)
309	104	<29
309	307	<29
309	307	<29
309	48	[29,36)
309	104	<29
310	64	<29
310	1245	[49,65)
310	1245	>=65
310	64	<29
310	63	[36,49)
310	339	>=65
310	1711	>=65
311	269	[29,36)
312	270	>=65
312	164	[36,49)
313	271	<29
313	67	<29
314	179	[49,65)
314	1451	>=65
316	273	<29
316	265	<29
316	802	[49,65)
316	802	<29
316	385	<29
316	1253	<29
317	108	<29
317	929	<29
317	606	<29
317	108	[29,36)
317	492	[29,36)
317	230	<29
318	255	[36,49)
319	274	[29,36)
320	183	<29
321	275	[29,36)
321	275	<29
321	239	[29,36)
321	239	<29
321	275	<29
321	106	<29
321	2600	<29
322	276	<29
322	1260	<29
322	1488	<29
322	1488	<29
322	82	<29
323	277	>=65
323	23	>=65
323	22	>=65
323	358	[49,65)
323	29	[36,49)
324	278	>=65
324	142	<29
325	18	<29
325	183	<29
325	18	<29
325	26	<29
326	220	[29,36)
326	441	[29,36)
326	259	>=65
327	144	>=65
328	170	<29
329	28	<29
329	28	<29
329	520	<29
329	520	<29
330	279	>=65
330	279	>=65
330	57	[36,49)
330	426	[49,65)
330	426	>=65
330	882	[29,36)
330	57	>=65
330	1060	>=65
330	195	[49,65)
330	65	>=65
331	40	>=65
332	6	[36,49)
332	770	<29
332	175	<29
333	280	<29
334	281	[49,65)
334	236	[49,65)
334	435	>=65
334	236	>=65
334	168	>=65
334	462	>=65
334	423	[49,65)
335	282	<29
335	777	>=65
336	111	>=65
337	284	<29
337	125	<29
338	195	>=65
339	432	>=65
339	1814	[36,49)
339	182	>=65
339	366	[49,65)
339	1103	>=65
340	153	[36,49)
341	285	<29
341	285	<29
341	158	<29
341	158	<29
341	344	<29
341	709	[29,36)
341	70	[36,49)
342	286	>=65
342	1812	>=65
342	886	<29
342	265	[29,36)
342	330	[49,65)
342	796	[36,49)
342	359	[29,36)
342	359	[36,49)
343	213	[36,49)
343	322	<29
344	35	[36,49)
345	288	[29,36)
345	183	<29
345	673	<29
345	183	<29
345	170	<29
345	59	<29
346	289	<29
346	146	<29
346	742	<29
346	289	[29,36)
346	1164	<29
346	1164	<29
346	146	<29
346	101	<29
346	2020	<29
346	1228	<29
346	1228	<29
346	26	<29
346	105	<29
346	2020	<29
346	26	<29
347	85	<29
348	290	<29
348	239	<29
348	2172	<29
348	272	[29,36)
349	98	<29
349	26	<29
349	58	[29,36)
349	722	<29
349	98	<29
350	80	<29
350	59	<29
350	634	[29,36)
350	2187	<29
350	634	<29
350	80	<29
350	59	<29
350	80	<29
350	59	<29
351	291	[29,36)
351	179	>=65
352	292	<29
352	976	<29
353	293	<29
353	174	>=65
353	30	>=65
353	174	[49,65)
354	101	>=65
355	294	<29
355	474	<29
355	852	<29
356	147	[36,49)
357	295	<29
357	285	<29
357	352	<29
359	35	<29
360	221	<29
360	505	<29
361	297	>=65
362	232	[49,65)
362	153	[29,36)
362	733	<29
362	2303	[49,65)
362	349	[36,49)
363	298	<29
364	299	[29,36)
364	24	[36,49)
364	537	>=65
364	1079	[36,49)
364	537	>=65
364	594	[29,36)
364	1174	[49,65)
364	299	[29,36)
364	284	<29
364	1610	>=65
364	1128	>=65
365	65	<29
365	269	<29
365	65	<29
365	375	[29,36)
365	470	[29,36)
365	450	<29
366	127	[49,65)
366	35	<29
367	300	>=65
367	1667	>=65
367	1426	>=65
367	398	[49,65)
367	1667	>=65
368	301	[29,36)
369	165	[29,36)
369	119	>=65
370	4	[49,65)
370	1276	>=65
371	303	>=65
371	789	[49,65)
371	2	>=65
371	1281	>=65
371	406	>=65
373	304	<29
373	442	[29,36)
374	216	[29,36)
374	11	<29
374	182	>=65
374	747	[36,49)
374	216	>=65
374	216	>=65
375	306	<29
375	558	<29
375	558	<29
376	307	[36,49)
376	691	>=65
376	717	[49,65)
376	432	>=65
377	48	>=65
377	152	[49,65)
377	127	[49,65)
377	1051	>=65
377	208	>=65
377	63	[36,49)
377	839	>=65
378	308	<29
379	30	[29,36)
379	209	<29
379	53	[36,49)
379	28	[36,49)
380	309	[49,65)
380	1438	[36,49)
380	309	>=65
380	1974	>=65
381	309	>=65
381	1784	[49,65)
381	216	[49,65)
381	1202	[49,65)
381	1524	[36,49)
381	1285	<29
382	59	<29
382	60	<29
382	59	<29
382	2504	<29
382	90	<29
382	60	<29
383	174	<29
383	111	[49,65)
384	310	>=65
384	449	[36,49)
384	224	[49,65)
385	311	[29,36)
385	18	[36,49)
386	150	[29,36)
386	867	<29
386	1184	<29
387	35	<29
387	213	>=65
387	346	[49,65)
387	238	>=65
387	563	<29
388	734	[49,65)
388	2171	<29
388	727	<29
388	455	[29,36)
388	727	<29
388	1896	<29
389	221	[29,36)
389	1059	>=65
390	127	[36,49)
390	339	[49,65)
390	727	[29,36)
390	127	[49,65)
390	365	[36,49)
390	127	[36,49)
390	0	[36,49)
391	35	<29
391	1077	>=65
391	1077	>=65
391	35	<29
391	2342	<29
391	2342	[29,36)
391	128	[49,65)
391	2342	<29
392	90	[36,49)
392	90	[36,49)
392	111	>=65
393	1411	<29
394	312	>=65
394	238	>=65
395	313	<29
396	18	[49,65)
396	373	>=65
396	839	>=65
396	349	[36,49)
396	1392	[36,49)
397	314	>=65
397	535	>=65
397	1646	>=65
398	315	[49,65)
398	2461	>=65
398	271	>=65
399	316	<29
400	318	[29,36)
400	384	[49,65)
400	810	<29
400	384	[29,36)
400	35	<29
400	73	[29,36)
401	319	>=65
402	320	>=65
402	144	>=65
402	116	<29
402	116	[36,49)
402	953	>=65
402	7	<29
402	1618	>=65
402	897	>=65
402	2	[36,49)
402	333	[36,49)
402	333	<29
403	152	[29,36)
404	56	<29
404	2180	>=65
405	321	[36,49)
405	354	>=65
405	459	[29,36)
405	643	[49,65)
406	322	[36,49)
406	1678	<29
406	302	[36,49)
406	2331	>=65
406	196	>=65
406	384	[49,65)
407	323	<29
408	204	<29
408	933	<29
408	1225	>=65
408	1099	<29
408	972	<29
408	167	[36,49)
409	87	<29
409	182	<29
409	390	[36,49)
409	904	[29,36)
409	1588	[49,65)
409	904	<29
409	182	[36,49)
409	87	<29
409	390	[36,49)
410	161	[29,36)
410	1097	>=65
410	1726	>=65
410	1138	[49,65)
410	161	<29
410	330	[49,65)
411	324	>=65
411	217	[29,36)
411	146	[49,65)
411	59	<29
411	1214	>=65
411	735	>=65
412	2	>=65
412	1609	[49,65)
412	800	>=65
412	2	>=65
413	355	[36,49)
413	184	<29
414	12	[49,65)
415	225	<29
415	214	<29
415	217	<29
415	802	<29
415	214	<29
415	35	<29
416	95	<29
417	10	<29
417	112	<29
417	470	<29
417	105	<29
417	105	<29
417	1048	<29
417	105	<29
417	2334	<29
418	327	>=65
418	189	[49,65)
418	189	[49,65)
419	213	>=65
419	634	<29
419	136	>=65
419	2169	[36,49)
419	136	>=65
419	2169	[36,49)
419	7	<29
419	1652	[36,49)
419	593	[49,65)
419	491	[36,49)
419	18	[49,65)
419	224	>=65
419	388	>=65
419	388	>=65
420	328	[36,49)
420	184	<29
421	329	[49,65)
423	264	>=65
423	264	>=65
423	183	<29
423	1810	>=65
423	264	>=65
423	264	>=65
423	18	<29
423	225	<29
423	183	<29
423	257	<29
424	153	[29,36)
424	437	[29,36)
425	330	[29,36)
425	563	[49,65)
425	225	<29
426	99	<29
426	439	[29,36)
427	4	>=65
427	972	>=65
427	151	>=65
427	35	[49,65)
428	331	[29,36)
428	365	[49,65)
428	365	[49,65)
428	36	<29
429	332	<29
429	1715	>=65
430	333	<29
430	166	[49,65)
430	1204	<29
430	338	<29
430	108	<29
430	1121	[49,65)
430	338	<29
430	314	<29
431	334	<29
431	110	[29,36)
431	210	[29,36)
432	335	>=65
433	182	[36,49)
435	336	<29
435	777	>=65
435	1790	<29
435	1790	<29
436	279	>=65
436	279	<29
436	1746	[49,65)
437	337	[36,49)
437	643	[49,65)
437	152	[29,36)
437	1621	[36,49)
438	52	>=65
439	105	<29
439	105	<29
439	105	<29
440	338	[29,36)
440	61	<29
440	183	[29,36)
441	339	>=65
442	340	>=65
443	29	[36,49)
444	339	>=65
444	573	<29
444	573	<29
444	2	>=65
444	573	<29
445	341	[36,49)
446	342	[36,49)
447	2	>=65
447	501	>=65
447	433	>=65
449	26	<29
449	271	<29
449	21	<29
449	2350	<29
449	26	[29,36)
449	703	<29
449	132	<29
449	21	<29
449	132	<29
450	345	[49,65)
451	346	[36,49)
451	18	<29
452	265	<29
452	265	[36,49)
453	347	<29
453	440	<29
453	127	[49,65)
453	1122	<29
453	1741	<29
454	348	>=65
454	1450	[49,65)
454	1450	[36,49)
454	1152	>=65
454	1450	[49,65)
454	221	[36,49)
454	2605	<29
455	332	<29
455	140	[36,49)
455	1494	>=65
455	764	[36,49)
456	349	>=65
456	349	>=65
456	449	[29,36)
456	123	[36,49)
457	350	>=65
458	202	[49,65)
458	494	[36,49)
458	91	>=65
458	50	>=65
458	50	>=65
458	50	>=65
458	91	>=65
459	106	<29
460	352	<29
461	88	[36,49)
