user_id_new	wm_poi_id_new	order_price_interval
76	40	[36,49)
76	982	>=65
76	73	[29,36)
77	105	<29
77	105	<29
77	1434	[49,65)
77	74	<29
77	74	<29
77	415	<29
77	415	<29
77	1434	[29,36)
77	74	<29
77	382	<29
77	74	<29
77	382	[49,65)
78	232	<29
78	685	[36,49)
78	144	>=65
78	364	>=65
78	1458	>=65
78	305	>=65
78	800	[49,65)
78	776	[36,49)
78	776	>=65
79	803	<29
79	516	<29
79	1091	<29
79	122	<29
79	197	<29
79	1435	[36,49)
80	2050	>=65
80	319	>=65
80	1250	<29
80	162	[49,65)
80	77	[36,49)
80	1247	<29
80	111	[49,65)
80	162	>=65
80	251	[29,36)
80	1247	[29,36)
81	232	[36,49)
81	461	<29
81	619	<29
81	415	<29
81	85	<29
81	823	<29
81	1331	[49,65)
81	765	[36,49)
81	742	<29
81	85	<29
81	85	<29
81	85	[36,49)
81	349	[36,49)
81	1344	[36,49)
82	183	<29
82	1680	[36,49)
82	183	<29
82	168	<29
82	84	[29,36)
82	168	<29
82	183	<29
82	183	<29
83	2487	>=65
83	102	[29,36)
83	127	<29
84	51	<29
84	51	<29
84	8	<29
84	51	<29
84	366	<29
84	8	<29
84	80	<29
85	284	<29
85	284	<29
85	284	<29
85	154	<29
85	1720	<29
85	831	<29
85	976	<29
85	976	<29
85	831	[29,36)
85	2346	<29
85	284	<29
86	82	<29
86	128	>=65
86	128	>=65
87	2035	<29
87	1824	<29
87	749	[36,49)
87	2688	<29
87	478	<29
87	763	<29
87	83	<29
87	83	<29
87	2688	<29
87	2688	<29
87	2609	<29
87	413	<29
88	807	<29
88	84	<29
88	22	<29
88	673	<29
88	84	[29,36)
88	23	<29
88	775	[49,65)
88	84	<29
88	775	>=65
88	84	[29,36)
88	84	[29,36)
88	84	<29
88	2287	[29,36)
89	287	<29
89	1530	[29,36)
89	1795	<29
89	659	<29
89	712	<29
89	67	<29
89	634	<29
89	167	>=65
90	354	<29
90	121	<29
90	2042	<29
90	1488	<29
90	354	<29
91	599	<29
91	87	<29
91	599	<29
91	337	<29
91	87	<29
91	87	<29
91	1173	[49,65)
91	2511	<29
92	127	[49,65)
92	88	[36,49)
93	1616	>=65
93	1160	[49,65)
93	1160	>=65
93	1099	[36,49)
93	1486	[36,49)
93	89	>=65
93	1746	[49,65)
94	322	<29
95	50	>=65
95	1282	>=65
95	497	>=65
97	268	<29
97	408	<29
97	67	<29
97	168	<29
97	287	<29
97	319	[29,36)
97	361	<29
98	2144	>=65
98	1527	<29
99	500	[29,36)
99	648	[29,36)
99	236	[36,49)
99	638	<29
99	95	<29
99	105	<29
100	1534	[29,36)
100	295	<29
100	295	<29
100	440	<29
100	295	<29
100	508	[29,36)
101	456	[36,49)
101	338	[29,36)
101	140	>=65
101	224	[49,65)
102	44	<29
103	123	[29,36)
104	559	<29
104	349	[36,49)
104	535	<29
104	535	<29
105	560	[49,65)
105	425	[49,65)
105	101	>=65
105	354	>=65
106	90	[29,36)
106	560	<29
107	57	<29
107	1305	>=65
107	674	>=65
107	411	<29
107	674	>=65
107	724	>=65
108	960	>=65
108	323	[36,49)
108	823	<29
108	2287	[49,65)
108	428	<29
108	2287	>=65
108	85	[49,65)
108	1717	[49,65)
108	520	<29
108	2207	[29,36)
108	776	>=65
109	221	<29
110	634	<29
110	304	<29
110	560	<29
110	1093	[49,65)
110	1061	<29
110	411	[29,36)
110	130	<29
111	597	>=65
111	97	>=65
111	217	<29
111	1662	>=65
111	17	>=65
111	510	[49,65)
111	124	>=65
111	185	[49,65)
111	324	[49,65)
112	150	<29
112	112	<29
112	19	<29
112	154	<29
112	285	<29
112	1567	<29
112	2357	<29
112	2357	[29,36)
113	803	<29
113	7	<29
114	2497	[29,36)
114	591	<29
114	661	[36,49)
114	552	[36,49)
115	957	[29,36)
115	336	[29,36)
115	110	<29
115	552	<29
115	1180	<29
115	950	[29,36)
115	987	<29
115	959	<29
115	552	<29
115	987	[29,36)
116	457	[29,36)
116	151	>=65
117	1411	<29
117	1935	<29
117	976	<29
117	276	<29
117	865	<29
118	113	<29
118	113	<29
118	28	<29
118	441	[29,36)
118	441	<29
118	441	<29
118	425	[29,36)
119	269	<29
119	1228	[49,65)
119	1850	[36,49)
120	948	>=65
120	510	[36,49)
121	489	<29
121	21	<29
121	489	<29
122	418	>=65
122	34	[36,49)
122	900	<29
122	405	>=65
122	112	>=65
122	1054	[36,49)
122	17	[36,49)
123	1789	[29,36)
123	1527	<29
123	22	<29
123	161	<29
123	161	<29
123	161	<29
124	586	[29,36)
124	454	[29,36)
124	534	[29,36)
124	441	[29,36)
124	595	>=65
124	635	>=65
124	471	<29
124	117	[29,36)
124	85	<29
124	1744	<29
124	269	[29,36)
124	174	[29,36)
124	534	<29
124	85	<29
124	26	<29
124	269	[36,49)
124	117	<29
124	441	[29,36)
124	1420	[36,49)
124	117	<29
124	534	<29
125	255	[49,65)
125	238	>=65
125	210	[29,36)
125	118	[29,36)
125	605	>=65
125	255	[49,65)
125	594	[36,49)
125	1470	>=65
126	278	>=65
126	810	>=65
126	1762	>=65
127	154	<29
127	184	<29
127	1850	<29
128	191	>=65
128	1281	>=65
129	511	[29,36)
129	221	<29
129	1002	[29,36)
129	102	[29,36)
129	306	[29,36)
130	2026	[29,36)
130	902	<29
130	536	<29
130	854	[36,49)
131	354	[29,36)
131	58	[36,49)
131	26	<29
131	1069	<29
131	319	>=65
131	146	>=65
132	1093	[36,49)
132	693	>=65
132	1667	[36,49)
132	1093	>=65
132	1051	[49,65)
132	426	>=65
132	858	>=65
132	2105	>=65
132	429	[49,65)
132	426	[36,49)
132	6	>=65
133	553	>=65
133	1228	[29,36)
133	322	<29
134	1515	[36,49)
134	1434	<29
135	70	[36,49)
135	2171	<29
135	2171	<29
135	231	<29
135	2171	[36,49)
135	561	<29
135	738	<29
135	70	[29,36)
135	2339	<29
135	1737	<29
136	134	<29
136	10	<29
136	575	[29,36)
136	22	<29
136	65	[29,36)
137	105	<29
137	273	<29
137	115	[29,36)
138	775	[36,49)
138	196	<29
138	907	[29,36)
138	1393	>=65
139	2041	<29
139	391	>=65
139	1186	[49,65)
139	128	[36,49)
139	661	>=65
139	128	[36,49)
139	2050	>=65
139	128	[36,49)
139	128	[36,49)
139	1186	[49,65)
139	128	[36,49)
139	573	<29
139	128	[29,36)
139	104	[36,49)
139	128	[36,49)
139	128	[36,49)
140	2776	[36,49)
140	2776	>=65
140	2776	[36,49)
140	59	[29,36)
140	59	<29
140	622	[36,49)
140	622	[36,49)
140	601	>=65
140	1738	[36,49)
140	298	<29
140	59	[49,65)
140	1087	<29
140	363	<29
140	1261	[36,49)
140	1413	[36,49)
140	22	[29,36)
140	452	[29,36)
140	4	>=65
140	1442	>=65
141	151	[36,49)
141	183	[49,65)
141	757	[29,36)
141	757	[29,36)
141	1298	[36,49)
142	29	>=65
142	1093	>=65
142	89	>=65
142	27	>=65
143	570	[49,65)
143	159	[49,65)
143	1745	[36,49)
143	426	[36,49)
143	159	[29,36)
143	1726	[49,65)
143	803	[49,65)
143	570	[29,36)
143	220	[29,36)
143	426	[36,49)
143	220	[36,49)
143	401	[36,49)
143	220	[29,36)
143	132	[29,36)
143	426	[36,49)
143	570	[29,36)
143	1091	<29
143	1612	<29
143	1720	[36,49)
143	287	[29,36)
145	43	<29
145	85	[29,36)
145	225	<29
145	133	<29
145	85	[36,49)
145	133	<29
145	738	<29
145	838	[29,36)
145	1069	<29
146	23	<29
146	23	[29,36)
146	1283	<29
146	124	>=65
146	1678	<29
147	1334	[49,65)
147	1334	[49,65)
147	1334	[49,65)
147	845	[49,65)
147	2124	>=65
147	799	>=65
147	128	[36,49)
147	40	<29
147	135	>=65
147	135	>=65
147	991	[36,49)
147	845	[49,65)
148	355	[29,36)
148	596	<29
149	433	[36,49)
149	433	<29
150	138	<29
151	376	<29
151	171	>=65
152	1470	<29
152	153	<29
152	1470	<29
152	1470	<29
152	152	<29
152	1470	<29
152	17	[36,49)
153	354	[36,49)
154	1434	[36,49)
154	349	[36,49)
154	143	[29,36)
154	37	[36,49)
154	143	[36,49)
154	535	<29
154	167	>=65
155	1059	>=65
156	226	<29
156	326	>=65
156	205	[49,65)
156	986	[29,36)
156	149	<29
157	266	>=65
157	67	>=65
157	1070	>=65
157	1831	[36,49)
157	922	<29
157	2	>=65
157	266	>=65
157	570	[49,65)
157	172	[49,65)
157	611	[49,65)
158	152	[29,36)
158	98	[29,36)
158	750	[29,36)
159	368	[29,36)
159	368	[29,36)
160	167	[29,36)
160	1056	[36,49)
161	56	[29,36)
161	665	<29
161	652	<29
161	652	<29
162	1091	<29
163	949	[49,65)
163	327	[36,49)
163	1	<29
163	352	<29
163	111	[49,65)
163	11	<29
163	352	[29,36)
163	2	[36,49)
163	111	[49,65)
163	352	<29
163	167	[49,65)
164	256	<29
165	1225	[36,49)
165	220	[29,36)
165	1615	>=65
166	1168	>=65
166	7	[36,49)
166	605	[29,36)
166	93	>=65
166	136	>=65
166	601	>=65
166	223	[49,65)
166	526	<29
166	783	>=65
166	136	[29,36)
166	223	>=65
166	93	>=65
166	172	>=65
167	599	[29,36)
167	275	[29,36)
167	810	[36,49)
167	511	[36,49)
167	510	[36,49)
167	922	[36,49)
167	153	[29,36)
167	599	<29
167	599	<29
167	152	[29,36)
167	353	[36,49)
167	510	[36,49)
167	2346	[29,36)
167	56	[29,36)
167	599	<29
167	2346	[36,49)
167	511	[36,49)
167	56	<29
167	285	[36,49)
168	14	<29
168	536	<29
168	2057	<29
168	536	<29
168	536	<29
168	536	<29
168	536	<29
169	1376	<29
169	1411	>=65
169	1376	[49,65)
169	765	[49,65)
169	1276	[49,65)
169	171	[49,65)
170	1091	[29,36)
170	1736	<29
170	153	[49,65)
170	132	<29
170	35	[49,65)
170	1091	<29
170	61	[36,49)
171	159	>=65
171	355	>=65
171	45	[36,49)
171	2340	>=65
171	2741	[49,65)
171	2340	[49,65)
171	2340	[49,65)
172	2012	<29
172	108	<29
172	35	[29,36)
172	26	<29
172	26	<29
172	827	[36,49)
173	317	[49,65)
173	47	[36,49)
173	269	[36,49)
173	319	[29,36)
173	8	<29
173	18	[36,49)
173	235	<29
173	386	[36,49)
173	155	<29
173	47	>=65
173	207	<29
173	243	[36,49)
173	202	[36,49)
174	1470	[36,49)
174	619	<29
174	1305	[49,65)
174	161	<29
174	147	[36,49)
174	1291	[29,36)
174	1462	[49,65)
174	302	<29
174	147	[36,49)
174	1305	[49,65)
174	161	[36,49)
174	147	<29
174	796	>=65
174	184	<29
174	71	<29
174	105	[36,49)
174	2178	<29
174	542	<29
174	71	[29,36)
174	147	<29
174	147	[36,49)
174	905	>=65
175	748	[49,65)
176	120	[29,36)
176	934	>=65
176	66	[36,49)
176	817	[49,65)
176	12	[49,65)
176	345	[49,65)
176	1784	>=65
176	1784	>=65
176	1784	>=65
177	593	>=65
177	1683	[49,65)
177	58	>=65
178	930	>=65
178	136	<29
178	371	[29,36)
178	930	[36,49)
178	465	[36,49)
178	179	[36,49)
179	47	[49,65)
179	1386	<29
179	2065	<29
179	146	[36,49)
180	85	<29
180	228	[36,49)
181	928	[36,49)
181	741	>=65
181	928	[36,49)
181	2	<29
181	741	>=65
181	741	>=65
182	1059	>=65
182	167	[49,65)
182	167	[49,65)
182	39	>=65
182	344	[36,49)
182	1059	>=65
182	426	[49,65)
182	18	>=65
182	750	[49,65)
182	368	>=65
183	1438	<29
183	973	[29,36)
183	526	<29
184	17	<29
184	17	<29
184	330	<29
184	396	<29
184	31	<29
184	31	<29
185	216	[36,49)
185	216	[36,49)
185	1228	<29
185	918	<29
185	1099	[29,36)
185	977	[29,36)
185	1928	<29
185	2024	[36,49)
185	339	[29,36)
186	470	<29
186	95	<29
186	543	[36,49)
186	470	<29
186	470	<29
186	470	<29
187	173	[49,65)
187	151	>=65
187	325	[49,65)
187	991	>=65
187	9	>=65
187	9	>=65
187	1455	[29,36)
188	1167	[49,65)
188	947	>=65
188	947	[36,49)
188	985	>=65
188	985	[36,49)
188	1343	>=65
188	172	[36,49)
188	1742	>=65
188	172	[36,49)
188	1380	[29,36)
188	130	[49,65)
188	985	>=65
188	1715	>=65
188	172	[49,65)
188	1742	>=65
189	339	<29
189	1164	<29
189	232	<29
189	1527	<29
189	133	<29
189	1289	<29
189	31	<29
190	354	[29,36)
190	334	<29
190	1785	<29
190	414	<29
190	734	<29
190	99	[29,36)
190	99	<29
190	99	[29,36)
190	28	<29
190	536	[29,36)
190	28	<29
190	342	[29,36)
190	910	<29
190	734	[49,65)
190	99	[29,36)
190	549	[29,36)
190	484	[29,36)
190	105	<29
190	22	<29
190	489	<29
190	105	<29
190	112	<29
191	43	<29
191	178	<29
191	1250	<29
191	1765	>=65
192	152	[36,49)
192	1546	[49,65)
192	1546	<29
192	413	[36,49)
192	433	[36,49)
192	14	>=65
192	152	<29
192	558	[29,36)
193	530	>=65
193	449	[29,36)
193	188	>=65
193	540	[29,36)
193	1481	>=65
193	136	<29
193	344	<29
193	155	[36,49)
194	1057	[49,65)
195	21	<29
195	77	[29,36)
195	442	<29
195	21	<29
195	21	<29
195	21	<29
195	21	<29
195	21	<29
195	1523	<29
195	21	<29
195	351	<29
195	208	<29
195	21	<29
196	2562	[49,65)
196	1093	[29,36)
196	1105	[49,65)
196	991	[36,49)
196	1093	<29
196	791	[36,49)
196	1426	[36,49)
196	941	>=65
196	1802	[36,49)
196	15	[49,65)
197	732	[36,49)
197	140	[49,65)
198	691	[36,49)
198	406	[36,49)
198	180	>=65
198	147	>=65
198	351	[36,49)
198	351	[29,36)
198	1804	>=65
198	224	>=65
198	406	[49,65)
199	735	>=65
199	50	[49,65)
199	21	<29
199	0	[36,49)
199	823	[36,49)
199	735	[49,65)
199	0	[36,49)
199	50	[49,65)
199	411	[29,36)
199	735	>=65
199	359	[49,65)
199	2622	>=65
199	694	>=65
199	158	<29
199	1044	[36,49)
199	268	[49,65)
200	23	<29
200	1420	<29
200	204	<29
200	147	<29
200	147	<29
200	105	<29
200	85	<29
200	477	<29
200	1069	[29,36)
200	429	<29
200	1010	<29
200	585	<29
200	132	<29
200	355	[36,49)
200	132	<29
200	132	<29
200	1420	[36,49)
200	158	<29
200	26	<29
200	1411	<29
201	372	>=65
201	613	[36,49)
202	2758	<29
202	385	<29
202	226	[36,49)
202	1440	<29
202	172	<29
203	210	<29
204	285	<29
204	285	<29
204	285	<29
204	285	<29
204	285	<29
204	285	<29
205	1516	[49,65)
205	1470	<29
205	190	[36,49)
205	1785	[36,49)
205	511	<29
205	511	[36,49)
205	985	<29
205	360	[49,65)
205	190	[36,49)
206	2	[36,49)
207	605	[36,49)
207	1784	[49,65)
207	1784	>=65
207	1784	[49,65)
207	1784	[49,65)
207	1784	[49,65)
207	9	[36,49)
207	12	[49,65)
207	989	>=65
207	12	[49,65)
207	1185	[49,65)
207	1784	[49,65)
207	1784	>=65
207	256	[36,49)
207	570	[49,65)
207	272	[36,49)
207	1784	[49,65)
207	797	[49,65)
207	12	[49,65)
207	1185	[49,65)
207	1784	[49,65)
207	40	[29,36)
207	1794	>=65
208	560	[49,65)
208	84	[36,49)
208	696	<29
208	560	[49,65)
208	775	[29,36)
208	123	[36,49)
208	342	[29,36)
208	560	[49,65)
208	387	[36,49)
208	429	[36,49)
208	84	<29
208	342	[36,49)
209	333	<29
209	191	>=65
209	191	>=65
209	182	>=65
209	103	[36,49)
210	78	>=65
210	151	>=65
210	2195	>=65
210	821	>=65
210	650	>=65
210	858	>=65
210	97	>=65
210	97	>=65
210	97	>=65
210	269	>=65
210	1667	>=65
210	1667	>=65
210	1036	>=65
210	1667	>=65
210	1122	>=65
210	97	[49,65)
210	650	[49,65)
210	1036	>=65
210	2292	>=65
211	594	<29
211	945	<29
211	945	<29
211	391	[36,49)
211	791	[29,36)
211	253	[36,49)
211	770	<29
211	193	<29
211	1809	<29
211	1809	<29
212	454	<29
212	484	[29,36)
212	487	<29
212	823	<29
212	449	<29
213	457	>=65
213	766	>=65
213	1440	[36,49)
213	414	[29,36)
213	251	>=65
213	63	[29,36)
213	772	<29
213	63	[29,36)
213	63	[36,49)
213	63	[29,36)
213	89	[36,49)
213	426	[36,49)
213	63	[36,49)
214	207	>=65
214	110	>=65
214	196	>=65
214	257	<29
214	21	<29
214	110	>=65
214	74	<29
214	2334	<29
214	110	>=65
214	110	>=65
215	536	[29,36)
215	536	<29
216	1170	[29,36)
216	198	<29
216	223	[29,36)
216	1608	[29,36)
217	190	<29
218	51	<29
218	366	<29
218	26	<29
218	276	<29
218	98	<29
218	2350	<29
218	219	<29
218	366	<29
218	38	<29
218	2297	<29
219	446	<29
220	1208	<29
220	1253	<29
221	146	>=65
222	23	<29
222	23	<29
223	470	[29,36)
223	35	[29,36)
223	111	>=65
223	449	<29
223	153	>=65
223	470	[29,36)
223	213	>=65
223	57	[36,49)
223	449	<29
223	1186	>=65
223	111	>=65
223	904	[29,36)
223	224	>=65
223	449	<29
224	21	<29
224	382	<29
224	341	[29,36)
224	7	[29,36)
224	274	[29,36)
224	275	[36,49)
224	459	[29,36)
224	459	[29,36)
224	123	[29,36)
